Tx(s),Ty(s)
0.6153712717856128,0.4210980738688313
0.8814942691973,0.8621293273432215
0.7335397752956739,0.6670511479437574
0.4223648564114922,0.4545785150284199
0.3599168636128908,0.3182280020379027
0.8765008639273095,0.8538454164022174
0.6080269936094518,0.5508464461397147
0.3556573481546943,0.3756882004899666
0.7953786366186466,0.6318023305750576
0.7050427446313714,0.620146135102804
0.6936972532686,0.660990317042307
0.4990457243432635,0.5015600503231099
0.6010381571436136,0.6076663008988842
0.478911628577766,0.4085571918376685
0.654053342722503,0.603342678444175
0.498765064984702,0.4462052016085523
0.8004975959756364,0.5574994979414555
0.9080280198095636,0.8511005317020675
0.3795271294806537,0.3874491323172421
0.8865141315191608,0.8284010297796112
0.3095320550648383,0.3389244082041092
0.9081327335209928,0.7975094625627442
0.6002252593554468,0.6209946983252629
0.512852833362901,0.674076854111686
0.4967166289056716,0.5680544650249161
0.3776963102003343,0.3737573314794152
0.7069885761816584,0.7030018513246379
0.6460257559808776,0.649899472119635
0.7170083231843605,0.5828176134657518
0.6995169671233947,0.5627954462239871
0.4452209338739811,0.3841037021632675
0.5577556996515507,0.447227607001442
0.8740506760944572,0.8586390304473692
0.5698714913915048,0.6899538266225329
0.3169000071436417,0.2916215249260764
0.9901765869839853,0.737975682826747
0.5426693216680856,0.4926474053647531
0.6148877441369475,0.4900745795251896
0.4231977533005732,0.3758871524575607
0.964935474326554,0.737975682826747
0.6158407855470023,0.6642428736028939
0.5990256999092053,0.5695713574662801
0.8939017074698747,0.852976273954363
0.5445500421454323,0.5611825232721439
0.704820283322128,0.6908853976177117
0.6841143871470114,0.6175015049710996
0.5379081689292923,0.6307925410013018
0.6910813104187638,0.6331489619286536
0.6640375825346002,0.6677635147819841
0.8418434721269072,0.7346941564416894
0.521976325038113,0.5038055848698969
0.7753060243281541,0.5664167637438137
0.5004101050325036,0.4727209233231875
0.470999698127806,0.5096432736168628
0.941976642085084,0.8308156717950639
0.7037315056029569,0.7261841204744569
0.4603516141739922,0.5296758302001225
0.5864894978384791,0.6809740692275751
0.5530003204201479,0.5074586947632335
0.3511600047403684,0.3127972655806266
0.5203505476765594,0.5227026516974819
0.659408367806248,0.6329903151901433
0.7995428106131544,0.6070157391697798
0.6662179030976967,0.6035435224198863
0.964935474326554,0.7161204241529118
0.8292832846207351,0.6386750767462296
0.8176945833962966,0.8144266012442644
0.8995533721310801,0.8231211664922741
0.8433392148204636,0.7026260771810774
0.75238308684559,0.7018799397058513
0.8855576273498001,0.8586664031239233
0.447565938162885,0.4548731448514578
0.862623979854852,0.8555795490984299
0.3898808150221476,0.4083737482574076
0.5556616598448818,0.5244601626162732
0.4495000104868179,0.3958534486603302
0.3635757597534283,0.3522729722609932
0.8334361279042876,0.8379261593726433
0.7415426667056149,0.7442462421931583
0.5952828120095582,0.515661878550169
0.7564723398545073,0.6778760765071459
0.6275910914718712,0.5185658991277703
0.3979883621997128,0.4642444559959319
0.4509521807478073,0.6706023588135842
0.4718904767052348,0.4692239057425715
0.5457298149265469,0.5064937884162048
0.5912722693072288,0.6194154768215416
0.947887634074062,0.7249974867008252
0.6473778995037105,0.6116419307849915
0.7553891951144738,0.6778760765071459
0.3324602402499124,0.3580447950419774
0.9426537840016436,0.8529704979061795
0.8869958527961009,0.8251399742706641
0.4306370976244936,0.423886753055761
0.8947265299802437,0.8340195161935228
0.5972508552585091,0.5353509789235444
0.7243195887208966,0.7287964858817394
0.7593963536477122,0.6937033333958166
0.6982290197038769,0.5919581935450088
0.6660756773350424,0.4957883052110149
0.5546236122823396,0.5627121035485938
0.5111524443039152,0.5247721174284325
0.6306643561552484,0.643752760619215
0.4343306948443139,0.3803812361925541
0.6259090715788722,0.5424178495653096
0.5498085512271167,0.5655930995718379
0.8982690647139107,0.8308156717950639
0.8290564359762846,0.6470538261075255
0.6426741791110816,0.4742030582703227
0.5792106641367067,0.5587874913364703
0.5003263954488208,0.4867379550602179
0.5970108630260406,0.5750074953274317
0.7341063178700082,0.6944104236200823
0.7572322605636899,0.7661684340157836
0.639402749507476,0.710701568994087
0.7699545387177417,0.6480048062046816
0.3129093404191694,0.3522803792584041
0.6660756773350424,0.4864419556370456
0.3214438979758127,0.3370278291173449
0.5030809454323962,0.4758192147467363
0.4377260517879828,0.4561816809238512
0.5983115462348487,0.4861784878969791
0.2765087956839976,0.3196923395744231
0.4210836107534637,0.5203569642824648
0.3348688927431857,0.2746563814069209
0.7691251045315397,0.7076404608690994
0.6477301497224263,0.6159493948576307
0.4606269134265009,0.4268197304496681
0.8361568079504119,0.8499281529553053
0.8996345942112094,0.8020944804190846
0.4471207717138721,0.3997320228461101
0.7341356460540758,0.6839133396770779
0.3707735240068672,0.3919496280946664
0.6363328088403506,0.5365013709068821
0.5942643294624581,0.6237069478740976
0.7070701936637925,0.7015296851011343
0.6225321533935925,0.4516994718878247
0.7265320423550203,0.6510514383889913
0.6159663874788516,0.6435371541994671
0.7104675971888177,0.7036080186044529
0.5765915346413583,0.6276391136819877
0.7295573627306563,0.6300809847166207
0.9739375427114232,0.7573609808930712
0.6071148515197772,0.4419165599208566
0.9955269073773536,0.7625921945106006
0.7526365903903366,0.6312103850251896
0.450406083531397,0.4536416553820963
0.654053342722503,0.603342678444175
0.7107762957464685,0.6697962557620821
0.5282146140195184,0.4833756652296858
0.3916461742300077,0.3877304501375512
0.8843359019720531,0.8846100311401013
0.3300251526725958,0.3456195634259183
0.4360166687548195,0.5624400888962727
0.4857027105598578,0.4160485601947565
0.5463549539672038,0.4813753092574515
0.620554541790963,0.666352518980328
0.7569258949982105,0.7111489536034095
0.5153826940208718,0.5252618337958135
0.5096555605733841,0.4007732434656327
